Regional_District,Target_Type,Date,Data_Type,Completions_Value,PI_Lower_95,PI_Upper_95,Winning_Model,PI_Lower_80,PI_Upper_80,PI_Lower_50,PI_Upper_50,PI_Method
Fraser Valley,Multi,2026-05-01,Forecast,182.8,76.6,282.4,Pooled Ridge v13,131.3,230.8,150.8,203.9,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2026-06-01,Forecast,191.1,84.9,290.7,Pooled Ridge v13,139.6,239.1,159.0,212.2,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2026-07-01,Forecast,197.8,78.7,275.4,Pooled Ridge v13,104.8,253.9,157.6,214.3,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2026-08-01,Forecast,204.2,85.1,281.8,Pooled Ridge v13,111.1,260.3,163.9,220.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2026-09-01,Forecast,222.4,103.3,300.0,Pooled Ridge v13,129.3,278.5,182.1,238.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2026-10-01,Forecast,237.4,118.3,315.0,Pooled Ridge v13,144.3,293.5,197.1,253.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2026-11-01,Forecast,238.0,118.9,315.7,Pooled Ridge v13,145.0,294.2,197.8,254.5,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2026-12-01,Forecast,229.1,110.0,306.7,Pooled Ridge v13,136.0,285.2,188.8,245.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-01-01,Forecast,214.5,75.2,305.3,Pooled Ridge v13,105.6,280.1,167.4,233.7,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-02-01,Forecast,204.2,59.7,298.5,Pooled Ridge v13,91.3,272.4,155.4,224.2,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-03-01,Forecast,199.1,49.4,296.6,Pooled Ridge v13,82.1,269.6,148.5,219.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-04-01,Forecast,199.6,45.0,300.3,Pooled Ridge v13,78.8,272.4,147.3,220.9,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-05-01,Forecast,203.5,44.2,307.3,Pooled Ridge v13,79.0,278.6,149.7,225.5,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-06-01,Forecast,209.1,45.2,316.0,Pooled Ridge v13,81.1,286.4,153.7,231.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-07-01,Forecast,215.5,47.1,325.3,Pooled Ridge v13,83.9,294.9,158.6,238.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-08-01,Forecast,221.4,48.6,334.0,Pooled Ridge v13,86.3,302.8,163.0,245.3,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-09-01,Forecast,225.6,48.6,341.0,Pooled Ridge v13,87.3,309.1,165.8,250.1,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-10-01,Forecast,226.6,45.3,344.7,Pooled Ridge v13,85.0,312.0,165.3,251.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-11-01,Forecast,224.1,38.8,344.8,Pooled Ridge v13,79.3,311.4,161.4,249.7,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2027-12-01,Forecast,219.6,30.3,343.0,Pooled Ridge v13,71.7,308.8,155.6,245.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-01-01,Forecast,214.6,24.0,338.8,Pooled Ridge v13,65.7,304.4,150.2,240.9,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-02-01,Forecast,210.7,20.1,334.9,Pooled Ridge v13,61.8,300.5,146.3,237.0,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-03-01,Forecast,208.6,18.0,332.8,Pooled Ridge v13,59.7,298.4,144.2,234.9,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-04-01,Forecast,208.6,18.1,332.8,Pooled Ridge v13,59.7,298.4,144.2,234.9,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-05-01,Forecast,210.5,20.0,334.7,Pooled Ridge v13,61.6,300.3,146.1,236.9,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-06-01,Forecast,213.7,23.2,337.9,Pooled Ridge v13,64.9,303.6,149.4,240.1,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-07-01,Forecast,217.5,26.9,341.7,Pooled Ridge v13,68.6,307.3,153.1,243.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-08-01,Forecast,220.7,30.2,344.9,Pooled Ridge v13,71.8,310.6,156.3,247.1,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-09-01,Forecast,222.7,32.2,346.9,Pooled Ridge v13,73.9,312.6,158.3,249.1,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-10-01,Forecast,223.0,32.5,347.2,Pooled Ridge v13,74.2,312.9,158.6,249.4,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-11-01,Forecast,221.8,31.2,346.0,Pooled Ridge v13,72.9,311.6,157.4,248.1,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Multi,2028-12-01,Forecast,219.4,28.9,343.6,Pooled Ridge v13,70.5,309.2,155.0,245.7,"Conformal (pooled, holdout-calibrated)"
Fraser-Fort George,Multi,2020-01-01,Historical,123.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-02-01,Historical,67.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-03-01,Historical,46.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-04-01,Historical,5.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-05-01,Historical,4.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-06-01,Historical,4.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-07-01,Historical,13.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-08-01,Historical,13.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-09-01,Historical,12.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-10-01,Historical,5.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-11-01,Historical,17.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2020-12-01,Historical,21.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-01-01,Historical,20.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-02-01,Historical,6.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-03-01,Historical,4.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-04-01,Historical,20.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-05-01,Historical,21.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-06-01,Historical,20.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-07-01,Historical,5.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-08-01,Historical,4.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-09-01,Historical,5.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-10-01,Historical,32.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-11-01,Historical,33.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2021-12-01,Historical,37.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-01-01,Historical,13.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-02-01,Historical,14.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-03-01,Historical,24.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-04-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-05-01,Historical,19.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-06-01,Historical,14.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-07-01,Historical,26.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-08-01,Historical,28.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-09-01,Historical,16.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-10-01,Historical,5.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-11-01,Historical,19.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2022-12-01,Historical,107.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-01-01,Historical,105.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-02-01,Historical,88.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-03-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-04-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-05-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-06-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-07-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-08-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-09-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-10-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-11-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2023-12-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-01-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-02-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-03-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-04-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-05-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-06-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-07-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-08-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-09-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-10-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-11-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2024-12-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-01-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-02-01,Historical,43.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-03-01,Historical,69.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-04-01,Historical,125.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-05-01,Historical,193.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-06-01,Historical,178.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-07-01,Historical,122.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-08-01,Historical,12.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-09-01,Historical,5.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-10-01,Historical,8.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-11-01,Historical,11.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2025-12-01,Historical,27.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Multi,2026-01-01,Forecast,46.3,0.0,579.0,Pooled Ridge v13,23.5,579.0,42.6,373.3,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-02-01,Forecast,57.8,0.0,579.0,Pooled Ridge v13,34.9,579.0,54.1,384.8,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-03-01,Forecast,54.1,0.0,579.0,Pooled Ridge v13,31.2,579.0,50.4,381.1,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-04-01,Forecast,40.2,0.0,579.0,Pooled Ridge v13,17.3,579.0,36.5,367.2,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-05-01,Forecast,25.0,0.0,579.0,Pooled Ridge v13,2.1,579.0,21.3,352.0,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-06-01,Forecast,14.2,0.0,579.0,Pooled Ridge v13,0.0,579.0,10.5,341.2,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-07-01,Forecast,10.7,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.1,337.7,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-08-01,Forecast,10.9,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.2,337.9,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-09-01,Forecast,14.9,0.0,579.0,Pooled Ridge v13,0.0,579.0,11.2,341.9,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-10-01,Forecast,18.8,0.0,579.0,Pooled Ridge v13,0.0,579.0,15.1,345.8,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-11-01,Forecast,21.2,0.0,579.0,Pooled Ridge v13,0.0,579.0,17.5,348.2,Empirical (burst-reported series)
Fraser-Fort George,Multi,2026-12-01,Forecast,22.1,0.0,579.0,Pooled Ridge v13,0.0,579.0,18.4,349.1,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-01-01,Forecast,21.3,0.0,579.0,Pooled Ridge v13,0.0,579.0,17.0,403.8,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-02-01,Forecast,19.4,0.0,579.0,Pooled Ridge v13,0.0,579.0,14.9,416.4,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-03-01,Forecast,17.1,0.0,579.0,Pooled Ridge v13,0.0,579.0,12.5,428.0,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-04-01,Forecast,15.3,0.0,579.0,Pooled Ridge v13,0.0,579.0,10.5,439.7,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-05-01,Forecast,14.3,0.0,579.0,Pooled Ridge v13,0.0,579.0,9.4,451.8,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-06-01,Forecast,14.3,0.0,579.0,Pooled Ridge v13,0.0,579.0,9.2,464.4,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-07-01,Forecast,14.8,0.0,579.0,Pooled Ridge v13,0.0,579.0,9.6,477.2,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-08-01,Forecast,15.4,0.0,579.0,Pooled Ridge v13,0.0,579.0,10.1,489.9,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-09-01,Forecast,16.0,0.0,579.0,Pooled Ridge v13,0.0,579.0,10.5,502.1,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-10-01,Forecast,16.1,0.0,579.0,Pooled Ridge v13,0.0,579.0,10.5,513.7,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-11-01,Forecast,15.9,0.0,579.0,Pooled Ridge v13,0.0,579.0,10.1,524.7,Empirical (burst-reported series)
Fraser-Fort George,Multi,2027-12-01,Forecast,15.3,0.0,579.0,Pooled Ridge v13,0.0,579.0,9.4,535.0,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-01-01,Forecast,14.5,0.0,579.0,Pooled Ridge v13,0.0,579.0,8.6,537.7,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-02-01,Forecast,13.8,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.9,537.0,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-03-01,Forecast,13.2,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.3,536.4,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-04-01,Forecast,13.0,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.1,536.1,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-05-01,Forecast,12.9,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.0,536.1,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-06-01,Forecast,13.1,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.2,536.2,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-07-01,Forecast,13.2,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.3,536.4,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-08-01,Forecast,13.4,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.5,536.5,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-09-01,Forecast,13.4,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.5,536.6,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-10-01,Forecast,13.3,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.4,536.4,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-11-01,Forecast,13.0,0.0,579.0,Pooled Ridge v13,0.0,579.0,7.1,536.2,Empirical (burst-reported series)
Fraser-Fort George,Multi,2028-12-01,Forecast,12.7,0.0,579.0,Pooled Ridge v13,0.0,579.0,6.8,535.8,Empirical (burst-reported series)
Metro Vancouver,Multi,2020-01-01,Historical,2020.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-02-01,Historical,1780.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-03-01,Historical,1717.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-04-01,Historical,1824.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-05-01,Historical,1905.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-06-01,Historical,1868.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-07-01,Historical,1642.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-08-01,Historical,1651.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-09-01,Historical,1705.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-10-01,Historical,1629.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-11-01,Historical,1574.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2020-12-01,Historical,1494.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-01-01,Historical,1446.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-02-01,Historical,1127.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-03-01,Historical,1207.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-04-01,Historical,1413.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-05-01,Historical,1528.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-06-01,Historical,1910.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-07-01,Historical,1979.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-08-01,Historical,2551.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-09-01,Historical,2440.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-10-01,Historical,2002.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-11-01,Historical,1937.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2021-12-01,Historical,1752.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-01-01,Historical,1802.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-02-01,Historical,1448.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-03-01,Historical,1658.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-04-01,Historical,1837.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-05-01,Historical,2501.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-06-01,Historical,1994.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-07-01,Historical,2064.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-08-01,Historical,1136.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-09-01,Historical,1287.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-10-01,Historical,974.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-11-01,Historical,1367.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2022-12-01,Historical,1317.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-01-01,Historical,1671.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-02-01,Historical,1331.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-03-01,Historical,1513.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-04-01,Historical,1351.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-05-01,Historical,1379.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-06-01,Historical,1309.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-07-01,Historical,1158.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-08-01,Historical,1878.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-09-01,Historical,1729.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-10-01,Historical,1818.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-11-01,Historical,1434.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2023-12-01,Historical,1359.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-01-01,Historical,1322.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-02-01,Historical,1365.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-03-01,Historical,1533.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-04-01,Historical,1796.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-05-01,Historical,1407.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-06-01,Historical,1578.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-07-01,Historical,1549.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-08-01,Historical,1806.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-09-01,Historical,1897.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-10-01,Historical,1976.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-11-01,Historical,1990.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2024-12-01,Historical,2555.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-01-01,Historical,2318.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-02-01,Historical,2395.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-03-01,Historical,1744.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-04-01,Historical,1949.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-05-01,Historical,2115.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-06-01,Historical,2514.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-07-01,Historical,2472.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-08-01,Historical,2252.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-09-01,Historical,2249.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-10-01,Historical,2652.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-11-01,Historical,2998.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2025-12-01,Historical,2999.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Multi,2026-01-01,Forecast,2746.0,901.9,3263.9,Pooled Ridge v13,1506.1,2978.5,2072.9,2694.6,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-02-01,Forecast,2462.4,618.2,2980.3,Pooled Ridge v13,1222.4,2694.9,1789.3,2411.0,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-03-01,Forecast,2261.8,417.7,2779.7,Pooled Ridge v13,1021.9,2494.4,1588.8,2210.5,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-04-01,Forecast,2216.3,103.1,4197.8,Pooled Ridge v13,1191.2,3171.0,1578.1,2635.7,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-05-01,Forecast,2261.9,148.7,4243.4,Pooled Ridge v13,1236.8,3216.6,1623.7,2681.3,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-06-01,Forecast,2374.3,261.1,4355.8,Pooled Ridge v13,1349.2,3329.0,1736.1,2793.7,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-07-01,Forecast,2505.8,136.2,4050.4,Pooled Ridge v13,654.3,3622.9,1705.0,2833.5,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-08-01,Forecast,2648.9,279.3,4193.5,Pooled Ridge v13,797.4,3766.0,1848.1,2976.6,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-09-01,Forecast,2775.3,405.6,4319.9,Pooled Ridge v13,923.7,3892.3,1974.5,3102.9,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-10-01,Forecast,2833.4,463.8,4378.0,Pooled Ridge v13,981.9,3950.4,2032.6,3161.1,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-11-01,Forecast,2760.1,390.5,4304.7,Pooled Ridge v13,908.6,3877.1,1959.3,3087.8,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2026-12-01,Forecast,2623.2,253.5,4167.8,Pooled Ridge v13,771.6,3740.2,1822.4,2950.8,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-01-01,Forecast,2498.2,0.0,4305.1,Pooled Ridge v13,332.3,3804.9,1561.5,2881.6,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-02-01,Forecast,2415.2,0.0,4290.3,Pooled Ridge v13,167.5,3771.2,1443.0,2813.0,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-03-01,Forecast,2380.9,0.0,4321.7,Pooled Ridge v13,54.3,3784.5,1374.6,2792.6,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-04-01,Forecast,2392.4,0.0,4396.9,Pooled Ridge v13,0.0,3842.0,1353.1,2817.6,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-05-01,Forecast,2440.2,0.0,4506.4,Pooled Ridge v13,0.0,3934.4,1368.9,2878.5,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-06-01,Forecast,2511.9,0.0,4638.0,Pooled Ridge v13,0.0,4049.5,1409.6,2962.9,"Conformal (pooled, holdout-calibrated)"
